lang_code,size
fuv_Latn-kmb_Latn,19094
fuv_Latn-knc_Arab,518827
fuv_Latn-knc_Latn,24870
fuv_Latn-kon_Latn,34996
fuv_Latn-lin_Latn,50170
fuv_Latn-lua_Latn,40712
fuv_Latn-lug_Latn,91894
fuv_Latn-luo_Latn,55195
fuv_Latn-nso_Latn,55965
fuv_Latn-nus_Latn,25702
fuv_Latn-nya_Latn,220801
fuv_Latn-run_Latn,80036
fuv_Latn-sna_Latn,122877
fuv_Latn-som_Latn,240563
fuv_Latn-sot_Latn,100582
fuv_Latn-ssw_Latn,30447
fuv_Latn-swh_Latn,323993
fuv_Latn-tir_Ethi,124029
fuv_Latn-tsn_Latn,88945
fuv_Latn-tso_Latn,67239
fuv_Latn-tum_Latn,60296
fuv_Latn-twi_Latn,77858
fuv_Latn-umb_Latn,30013
fuv_Latn-wol_Latn,46967
fuv_Latn-xho_Latn,167072
fuv_Latn-yor_Latn,374873
fuv_Latn-zul_Latn,197504
gaz_Latn-run_Latn,91889
gaz_Latn-sna_Latn,102932
gaz_Latn-som_Latn,88097
gaz_Latn-sot_Latn,110772
gaz_Latn-ssw_Latn,38006
gaz_Latn-swh_Latn,205236
gaz_Latn-tir_Ethi,58814
gaz_Latn-tsn_Latn,110031
gaz_Latn-tso_Latn,91347
gaz_Latn-tum_Latn,73849
gaz_Latn-twi_Latn,100171
gaz_Latn-umb_Latn,48783
gaz_Latn-wol_Latn,38907
gaz_Latn-xho_Latn,104058
gaz_Latn-yor_Latn,84295
gaz_Latn-zul_Latn,120891
glg_Latn-por_Latn,89282076
grn_Latn-por_Latn,684883
guj_Gujr-hin_Deva,1069737
guj_Gujr-hne_Deva,70274
guj_Gujr-kan_Knda,8743438
guj_Gujr-kas_Arab,72834
guj_Gujr-kas_Deva,130731
guj_Gujr-mag_Deva,289867
guj_Gujr-mai_Deva,432867
guj_Gujr-mal_Mlym,5133672
guj_Gujr-mar_Deva,3626971
guj_Gujr-npi_Deva,1538746
guj_Gujr-ory_Orya,1998345
guj_Gujr-pan_Guru,1135070
guj_Gujr-san_Deva,276708
guj_Gujr-sat_Beng,4134
guj_Gujr-sin_Sinh,906270
guj_Gujr-snd_Arab,695534
guj_Gujr-tam_Taml,2253566
guj_Gujr-tel_Telu,8921379
guj_Gujr-urd_Arab,2649127
hau_Latn-gaz_Latn,118255
hau_Latn-ibo_Latn,713539
hau_Latn-kam_Latn,100301
hau_Latn-kik_Latn,114669
hau_Latn-kin_Latn,340233
hau_Latn-kmb_Latn,95341
hau_Latn-knc_Arab,181060
hau_Latn-knc_Latn,25770
hau_Latn-kon_Latn,135595
hau_Latn-lin_Latn,172584
hau_Latn-lua_Latn,145716
hau_Latn-lug_Latn,183010
hau_Latn-luo_Latn,163061
hau_Latn-nso_Latn,181280
hau_Latn-nus_Latn,47684
hau_Latn-nya_Latn,1185730
hau_Latn-run_Latn,261554
hau_Latn-sna_Latn,829704
hau_Latn-som_Latn,530058
hau_Latn-sot_Latn,840292
hau_Latn-ssw_Latn,89952
hau_Latn-swh_Latn,956076
hau_Latn-tir_Ethi,170394
hau_Latn-tsn_Latn,294987
hau_Latn-tso_Latn,249927
hau_Latn-tum_Latn,260765
hau_Latn-twi_Latn,212496
hau_Latn-umb_Latn,123040
hau_Latn-wol_Latn,77051
hau_Latn-xho_Latn,627717
hau_Latn-yor_Latn,795564
hau_Latn-zul_Latn,964409
hin_Deva-hne_Deva,83150
hin_Deva-kan_Knda,1793895
hin_Deva-kas_Arab,85765
hin_Deva-kas_Deva,209584
hin_Deva-mag_Deva,327993
hin_Deva-mai_Deva,550300
hin_Deva-mal_Mlym,1866121
hin_Deva-mar_Deva,1953635
hin_Deva-npi_Deva,1297400
hin_Deva-ory_Orya,1258344
hin_Deva-pan_Guru,816616
hin_Deva-pbt_Arab,285406
hin_Deva-san_Deva,322714
hin_Deva-sat_Beng,5384
hin_Deva-sin_Sinh,714782
hin_Deva-snd_Arab,476053
hin_Deva-tam_Taml,1866301
hin_Deva-tel_Telu,2262867
hin_Deva-urd_Arab,2324291
hne_Deva-kan_Knda,98063
hne_Deva-kas_Arab,9674
hne_Deva-kas_Deva,16005
hne_Deva-mag_Deva,20505
hne_Deva-mai_Deva,28821
hne_Deva-mal_Mlym,112558
hne_Deva-mar_Deva,85082
hne_Deva-npi_Deva,103219
hne_Deva-ory_Orya,62421
hne_Deva-pan_Guru,32264
hne_Deva-san_Deva,51821
hne_Deva-sat_Beng,602
hne_Deva-sin_Sinh,60049
hne_Deva-snd_Arab,38588
hne_Deva-tam_Taml,143808
hne_Deva-tel_Telu,146734
hne_Deva-urd_Arab,97842
hye_Armn-rus_Cyrl,4641289
ibo_Latn-gaz_Latn,63492
ibo_Latn-kam_Latn,41429
ibo_Latn-kik_Latn,55141
ibo_Latn-kin_Latn,181304
ibo_Latn-kmb_Latn,39828
ibo_Latn-knc_Arab,121321
ibo_Latn-knc_Latn,14793
ibo_Latn-kon_Latn,68066
ibo_Latn-lin_Latn,93766
ibo_Latn-lua_Latn,77451
ibo_Latn-lug_Latn,111322
ibo_Latn-luo_Latn,91359
ibo_Latn-nso_Latn,102943
ibo_Latn-nus_Latn,24786
ibo_Latn-nya_Latn,529822
ibo_Latn-run_Latn,134613
ibo_Latn-sna_Latn,498036
ibo_Latn-som_Latn,379753
ibo_Latn-sot_Latn,510008
ibo_Latn-ssw_Latn,49075
ibo_Latn-swh_Latn,536881
ibo_Latn-tir_Ethi,101632
ibo_Latn-tsn_Latn,159643
ibo_Latn-tso_Latn,131392
ibo_Latn-tum_Latn,133589
ibo_Latn-twi_Latn,127455
ibo_Latn-umb_Latn,58531
ibo_Latn-wol_Latn,50187
ibo_Latn-xho_Latn,356544
ibo_Latn-yor_Latn,414643
ibo_Latn-zul_Latn,609149
ilo_Latn-jav_Latn,351711
ilo_Latn-min_Latn,103557
ilo_Latn-mri_Latn,146595
ilo_Latn-pag_Latn,255060
ilo_Latn-plt_Latn,454663
ilo_Latn-smo_Latn,221999
ilo_Latn-sun_Latn,212276
ilo_Latn-war_Latn,421819
ind_Latn-ace_Latn,1454976
ind_Latn-ban_Latn,732976
ind_Latn-jav_Latn,1929462
ind_Latn-khm_Khmr,5006918
ind_Latn-lao_Laoo,2249990
ind_Latn-min_Latn,1466998
ind_Latn-mya_Mymr,4181029
ind_Latn-shn_Mymr,246635
ind_Latn-sun_Latn,3029624
jav_Latn-min_Latn,87422
jav_Latn-mri_Latn,495292
jav_Latn-pag_Latn,160875
jav_Latn-plt_Latn,1120181
jav_Latn-smo_Latn,623784
jav_Latn-sun_Latn,933046
jav_Latn-war_Latn,444992
kam_Latn-gaz_Latn,37902
kam_Latn-kik_Latn,18711
kam_Latn-kin_Latn,74997
kam_Latn-kmb_Latn,27811
kam_Latn-knc_Arab,172819
kam_Latn-knc_Latn,5311
kam_Latn-kon_Latn,35726
kam_Latn-lin_Latn,50317
kam_Latn-lua_Latn,54670
kam_Latn-lug_Latn,53058
kam_Latn-luo_Latn,39299
kam_Latn-nso_Latn,37846
kam_Latn-nus_Latn,6081
kam_Latn-nya_Latn,92690
kam_Latn-run_Latn,72991
kam_Latn-sna_Latn,94694
kam_Latn-som_Latn,87143
kam_Latn-sot_Latn,64088
kam_Latn-ssw_Latn,18509
kam_Latn-swh_Latn,223368
kam_Latn-tir_Ethi,48413
kam_Latn-tsn_Latn,71382
kam_Latn-tso_Latn,75284
kam_Latn-tum_Latn,63077
kam_Latn-twi_Latn,67883
kam_Latn-umb_Latn,41134
kam_Latn-wol_Latn,13110
kam_Latn-xho_Latn,81623
kam_Latn-yor_Latn,71526
kam_Latn-zul_Latn,121894
kan_Knda-kas_Arab,72584
kan_Knda-kas_Deva,144894
kan_Knda-mag_Deva,281578
kan_Knda-mai_Deva,460928
kan_Knda-mal_Mlym,8495020
kan_Knda-mar_Deva,4376180
kan_Knda-npi_Deva,1912733
kan_Knda-ory_Orya,2388686
kan_Knda-pan_Guru,1414792
kan_Knda-san_Deva,278348
kan_Knda-sat_Beng,9762
kan_Knda-sin_Sinh,1402838
kan_Knda-snd_Arab,935841
kan_Knda-tam_Taml,3448817
kan_Knda-tel_Telu,13466384
kan_Knda-urd_Arab,2741837
kas_Arab-kas_Deva,11087
kas_Arab-mag_Deva,11234
kas_Arab-mai_Deva,16081
kas_Arab-mal_Mlym,90354
kas_Arab-mar_Deva,57996
kas_Arab-npi_Deva,63436
kas_Arab-ory_Orya,34776
kas_Arab-pan_Guru,32060
kas_Arab-san_Deva,25099
kas_Arab-sat_Beng,1478
kas_Arab-sin_Sinh,46883
kas_Arab-snd_Arab,34211
kas_Arab-tam_Taml,95229
kas_Arab-tel_Telu,115435
kas_Arab-urd_Arab,118026
kas_Deva-mag_Deva,20758
kas_Deva-mai_Deva,45652
kas_Deva-mal_Mlym,177217
kas_Deva-mar_Deva,127425
kas_Deva-npi_Deva,134731
kas_Deva-ory_Orya,72694
kas_Deva-pan_Guru,65824
kas_Deva-san_Deva,66889
kas_Deva-sat_Beng,2135
kas_Deva-sin_Sinh,88921
kas_Deva-snd_Arab,53265
kas_Deva-tam_Taml,179188
kas_Deva-tel_Telu,230286
kas_Deva-urd_Arab,147967
kat_Geor-rus_Cyrl,2934601
kea_Latn-por_Latn,259657
kik_Latn-gaz_Latn,40833
kik_Latn-kin_Latn,84433
kik_Latn-kmb_Latn,20074
kik_Latn-kon_Latn,35481
kik_Latn-lin_Latn,45462
kik_Latn-lua_Latn,40693
kik_Latn-lug_Latn,68172
kik_Latn-luo_Latn,45200
kik_Latn-nso_Latn,50865
kik_Latn-nus_Latn,10916
kik_Latn-nya_Latn,86651
kik_Latn-run_Latn,59660
kik_Latn-sna_Latn,87949
kik_Latn-som_Latn,93562
kik_Latn-sot_Latn,73204
kik_Latn-ssw_Latn,24267
kik_Latn-swh_Latn,219559
kik_Latn-tir_Ethi,51429
kik_Latn-tsn_Latn,77638
kik_Latn-tso_Latn,66196
kik_Latn-tum_Latn,54854
kik_Latn-twi_Latn,73017
kik_Latn-umb_Latn,29453
kik_Latn-wol_Latn,26654
kik_Latn-xho_Latn,74796
kik_Latn-yor_Latn,90165
kik_Latn-zul_Latn,106379
kin_Latn-gaz_Latn,113822
kin_Latn-kmb_Latn,84215
kin_Latn-kon_Latn,115905
kin_Latn-lin_Latn,210704
kin_Latn-lua_Latn,149702
kin_Latn-lug_Latn,192894
kin_Latn-luo_Latn,158976
kin_Latn-nso_Latn,215097
kin_Latn-nus_Latn,31429
kin_Latn-nya_Latn,390897
kin_Latn-run_Latn,482377
kin_Latn-sna_Latn,388329
kin_Latn-som_Latn,268324
kin_Latn-sot_Latn,346122
kin_Latn-ssw_Latn,98826
kin_Latn-swh_Latn,745958
kin_Latn-tir_Ethi,163191
kin_Latn-tsn_Latn,282261
kin_Latn-tso_Latn,332229
kin_Latn-tum_Latn,218922
kin_Latn-twi_Latn,230016
kin_Latn-umb_Latn,122920
kin_Latn-wol_Latn,68002
kin_Latn-xho_Latn,366850
kin_Latn-yor_Latn,229031
kin_Latn-zul_Latn,546206
kir_Cyrl-rus_Cyrl,5991868
kir_Cyrl-tat_Cyrl,520026
kir_Cyrl-tuk_Latn,15863
kir_Cyrl-uig_Arab,134776
kir_Cyrl-uzn_Latn,718643
kmb_Latn-gaz_Latn,34479
kmb_Latn-kon_Latn,44692
kmb_Latn-lin_Latn,59358
kmb_Latn-lua_Latn,56778
kmb_Latn-lug_Latn,53011
kmb_Latn-luo_Latn,41780
kmb_Latn-nso_Latn,44774
kmb_Latn-nus_Latn,6053
kmb_Latn-nya_Latn,96058
kmb_Latn-por_Latn,311135
kmb_Latn-run_Latn,75678
kmb_Latn-sna_Latn,90586
kmb_Latn-som_Latn,90883
kmb_Latn-sot_Latn,66548
kmb_Latn-ssw_Latn,21334
kmb_Latn-swh_Latn,198165
kmb_Latn-tir_Ethi,40798
kmb_Latn-tsn_Latn,77646
kmb_Latn-tso_Latn,90272
kmb_Latn-tum_Latn,63791
kmb_Latn-twi_Latn,69333
kmb_Latn-umb_Latn,47912
kmb_Latn-wol_Latn,13730
kmb_Latn-xho_Latn,83018
kmb_Latn-yor_Latn,69194
kmb_Latn-zul_Latn,126319
kmr_Latn-pbt_Arab,118451
kmr_Latn-prs_Arab,43865
kmr_Latn-tgk_Cyrl,133941
knc_Arab-gaz_Latn,106732
knc_Arab-kik_Latn,118503
knc_Arab-kin_Latn,236181
knc_Arab-kmb_Latn,195805
knc_Arab-knc_Latn,26805
knc_Arab-kon_Latn,98115
knc_Arab-lin_Latn,230649
knc_Arab-lua_Latn,149418
knc_Arab-lug_Latn,103565
knc_Arab-luo_Latn,172456
knc_Arab-nso_Latn,226349
knc_Arab-nus_Latn,67420
knc_Arab-nya_Latn,330514
knc_Arab-run_Latn,260513
knc_Arab-sna_Latn,294766
knc_Arab-som_Latn,169891
knc_Arab-sot_Latn,381238
knc_Arab-ssw_Latn,94926
knc_Arab-swh_Latn,501916
knc_Arab-tir_Ethi,165317
knc_Arab-tsn_Latn,212007
knc_Arab-tso_Latn,272383
knc_Arab-tum_Latn,183235
knc_Arab-twi_Latn,178435
knc_Arab-umb_Latn,148775
knc_Arab-wol_Latn,51769
knc_Arab-xho_Latn,235077
knc_Arab-yor_Latn,130251
knc_Arab-zul_Latn,279494
knc_Latn-gaz_Latn,15243
knc_Latn-kik_Latn,7260
knc_Latn-kin_Latn,19674
knc_Latn-kmb_Latn,5128
knc_Latn-kon_Latn,11405
knc_Latn-lin_Latn,10359
knc_Latn-lua_Latn,10507
knc_Latn-lug_Latn,16336
knc_Latn-luo_Latn,9615
knc_Latn-nso_Latn,15631
knc_Latn-nus_Latn,7302
knc_Latn-nya_Latn,17562
knc_Latn-run_Latn,13512
knc_Latn-sna_Latn,17785
knc_Latn-som_Latn,26224
knc_Latn-sot_Latn,17024
knc_Latn-ssw_Latn,7599
knc_Latn-swh_Latn,55389
knc_Latn-tir_Ethi,7571
knc_Latn-tsn_Latn,25789
knc_Latn-tso_Latn,12726
knc_Latn-tum_Latn,11355
knc_Latn-twi_Latn,14288
knc_Latn-umb_Latn,7778
knc_Latn-wol_Latn,8752
knc_Latn-xho_Latn,17164
knc_Latn-yor_Latn,25208
knc_Latn-zul_Latn,21636
kon_Latn-gaz_Latn,50122
kon_Latn-lin_Latn,85011
kon_Latn-lua_Latn,84850
kon_Latn-lug_Latn,86976
kon_Latn-luo_Latn,65817
kon_Latn-nso_Latn,70821
kon_Latn-nus_Latn,15327
kon_Latn-nya_Latn,125181
kon_Latn-run_Latn,99480
kon_Latn-sna_Latn,127296
kon_Latn-som_Latn,96579
kon_Latn-sot_Latn,100456
kon_Latn-ssw_Latn,34683
kon_Latn-swh_Latn,234895
kon_Latn-tir_Ethi,69626
kon_Latn-tsn_Latn,124614
kon_Latn-tso_Latn,114900
kon_Latn-tum_Latn,93758
kon_Latn-twi_Latn,117793
kon_Latn-umb_Latn,58711
kon_Latn-wol_Latn,33175
kon_Latn-xho_Latn,113621
kon_Latn-yor_Latn,126345
kon_Latn-zul_Latn,155908
lao_Laoo-rus_Cyrl,1033025
lin_Latn-gaz_Latn,66262
lin_Latn-lua_Latn,107460
lin_Latn-lug_Latn,111492
lin_Latn-luo_Latn,94876
lin_Latn-nso_Latn,112597
lin_Latn-nus_Latn,18098
lin_Latn-nya_Latn,220080
lin_Latn-run_Latn,180158
lin_Latn-sna_Latn,203471
lin_Latn-som_Latn,138569
lin_Latn-sot_Latn,168124
lin_Latn-ssw_Latn,55264
lin_Latn-swh_Latn,391897
lin_Latn-tir_Ethi,97832
lin_Latn-tsn_Latn,170337
lin_Latn-tso_Latn,200871
lin_Latn-tum_Latn,129185
lin_Latn-twi_Latn,150224
lin_Latn-umb_Latn,86575
lin_Latn-wol_Latn,41809
lin_Latn-xho_Latn,209554
lin_Latn-yor_Latn,146710
lin_Latn-zul_Latn,285794
ltg_Latn-rus_Cyrl,251128
lua_Latn-gaz_Latn,59736
lua_Latn-lug_Latn,102198
lua_Latn-luo_Latn,80102
lua_Latn-nso_Latn,72567
lua_Latn-nus_Latn,15859
lua_Latn-nya_Latn,190951
lua_Latn-run_Latn,148766
lua_Latn-sna_Latn,184707
lua_Latn-som_Latn,106388
lua_Latn-sot_Latn,117287
lua_Latn-ssw_Latn,38644
lua_Latn-swh_Latn,336562
lua_Latn-tir_Ethi,107491
lua_Latn-tsn_Latn,137286
lua_Latn-tso_Latn,151795
lua_Latn-tum_Latn,138246
lua_Latn-twi_Latn,136052
lua_Latn-umb_Latn,86451
lua_Latn-wol_Latn,33657
lua_Latn-xho_Latn,154933
lua_Latn-yor_Latn,101642
lua_Latn-zul_Latn,232275
lug_Latn-gaz_Latn,71187
lug_Latn-luo_Latn,107340
lug_Latn-nso_Latn,115301
lug_Latn-nus_Latn,29008
lug_Latn-nya_Latn,187292
lug_Latn-run_Latn,151680
lug_Latn-sna_Latn,201678
lug_Latn-som_Latn,139227
lug_Latn-sot_Latn,167726
lug_Latn-ssw_Latn,57049
lug_Latn-swh_Latn,334135
lug_Latn-tir_Ethi,101857
lug_Latn-tsn_Latn,183013
lug_Latn-tso_Latn,156337
lug_Latn-tum_Latn,143005
lug_Latn-twi_Latn,156867
lug_Latn-umb_Latn,76417
lug_Latn-wol_Latn,49136
lug_Latn-xho_Latn,158308
lug_Latn-yor_Latn,147769
lug_Latn-zul_Latn,221470
luo_Latn-gaz_Latn,52856
luo_Latn-nso_Latn,91287
luo_Latn-nus_Latn,21105
luo_Latn-nya_Latn,167197
luo_Latn-run_Latn,123408
luo_Latn-sna_Latn,205906
luo_Latn-som_Latn,128471
luo_Latn-sot_Latn,127356
luo_Latn-ssw_Latn,41578
luo_Latn-swh_Latn,327287
luo_Latn-tir_Ethi,89308
luo_Latn-tsn_Latn,137473
luo_Latn-tso_Latn,136309
luo_Latn-tum_Latn,108911
luo_Latn-twi_Latn,127462
luo_Latn-umb_Latn,68983
luo_Latn-wol_Latn,43719
luo_Latn-xho_Latn,145848
luo_Latn-yor_Latn,125655
luo_Latn-zul_Latn,214434
mag_Deva-mai_Deva,53848
mag_Deva-mal_Mlym,366386
mag_Deva-mar_Deva,218138
mag_Deva-npi_Deva,269701
mag_Deva-ory_Orya,147253
mag_Deva-pan_Guru,117162
mag_Deva-san_Deva,91386
mag_Deva-sat_Beng,2728
mag_Deva-sin_Sinh,195132
mag_Deva-snd_Arab,109735
mag_Deva-tam_Taml,378651
mag_Deva-tel_Telu,435100
mag_Deva-urd_Arab,254277
mai_Deva-mal_Mlym,571598
mai_Deva-mar_Deva,425245
mai_Deva-npi_Deva,562417
mai_Deva-ory_Orya,290843
mai_Deva-pan_Guru,207074
mai_Deva-san_Deva,169913
mai_Deva-sat_Beng,4862
mai_Deva-sin_Sinh,319386
mai_Deva-snd_Arab,195028
mai_Deva-tam_Taml,613136
mai_Deva-tel_Telu,682238
mai_Deva-urd_Arab,423475
mal_Mlym-mar_Deva,4506945
mal_Mlym-npi_Deva,1875772
mal_Mlym-ory_Orya,2685589
mal_Mlym-pan_Guru,1227142
mal_Mlym-san_Deva,310232
mal_Mlym-sat_Beng,10890
mal_Mlym-sin_Sinh,1661622
mal_Mlym-snd_Arab,882394
mal_Mlym-tam_Taml,3705349
mal_Mlym-tel_Telu,8805730
mal_Mlym-urd_Arab,2878563
mar_Deva-npi_Deva,1713034
mar_Deva-ory_Orya,1940217
mar_Deva-pan_Guru,1025942
mar_Deva-san_Deva,297972
mar_Deva-sat_Beng,11973
mar_Deva-sin_Sinh,1258447
mar_Deva-snd_Arab,691981
mar_Deva-tam_Taml,2552484
mar_Deva-tel_Telu,5227067
mar_Deva-urd_Arab,1915002
min_Latn-mri_Latn,28267
min_Latn-pag_Latn,45330
min_Latn-plt_Latn,81670
min_Latn-smo_Latn,36229
min_Latn-sun_Latn,47715
min_Latn-war_Latn,158106
mri_Latn-pag_Latn,58907
mri_Latn-smo_Latn,434106
mri_Latn-sun_Latn,361620
mri_Latn-war_Latn,156980
npi_Deva-ory_Orya,1196512
npi_Deva-pan_Guru,950234
npi_Deva-san_Deva,297104
npi_Deva-sat_Beng,13102
npi_Deva-sin_Sinh,820315
npi_Deva-snd_Arab,697642
npi_Deva-tam_Taml,1631076
npi_Deva-tel_Telu,2342745
npi_Deva-urd_Arab,1714363
nso_Latn-gaz_Latn,80150
nso_Latn-nus_Latn,16394
nso_Latn-nya_Latn,172380
nso_Latn-run_Latn,142452
nso_Latn-sna_Latn,169322
nso_Latn-som_Latn,150442
nso_Latn-sot_Latn,246075
nso_Latn-ssw_Latn,98022
nso_Latn-swh_Latn,342821
nso_Latn-tir_Ethi,78712
nso_Latn-tsn_Latn,271907
nso_Latn-tso_Latn,249455
nso_Latn-tum_Latn,101945
nso_Latn-twi_Latn,122346
nso_Latn-umb_Latn,66472
nso_Latn-wol_Latn,42905
nso_Latn-xho_Latn,237725
nso_Latn-yor_Latn,169985
nso_Latn-zul_Latn,313998
nus_Latn-gaz_Latn,16609
nus_Latn-nya_Latn,34019
nus_Latn-run_Latn,21156
nus_Latn-sna_Latn,35601
nus_Latn-som_Latn,52559
nus_Latn-sot_Latn,25655
nus_Latn-ssw_Latn,7761
nus_Latn-swh_Latn,103449
nus_Latn-tir_Ethi,20787
nus_Latn-tsn_Latn,33649
nus_Latn-tso_Latn,22087
nus_Latn-tum_Latn,19926
nus_Latn-twi_Latn,25731
nus_Latn-umb_Latn,9607
nus_Latn-wol_Latn,14025
nus_Latn-xho_Latn,28525
nus_Latn-yor_Latn,49468
nus_Latn-zul_Latn,38861
nya_Latn-gaz_Latn,94366
nya_Latn-run_Latn,339945
nya_Latn-sna_Latn,977417
nya_Latn-som_Latn,535036
nya_Latn-sot_Latn,863100
nya_Latn-ssw_Latn,89228
nya_Latn-swh_Latn,1078588
nya_Latn-tir_Ethi,196854
nya_Latn-tsn_Latn,290369
nya_Latn-tso_Latn,365385
nya_Latn-tum_Latn,292145
nya_Latn-twi_Latn,277105
nya_Latn-umb_Latn,141904
nya_Latn-wol_Latn,69792
nya_Latn-xho_Latn,702941
nya_Latn-yor_Latn,525619
nya_Latn-zul_Latn,1184037
oci_Latn-por_Latn,43906623
ory_Orya-pan_Guru,631666
ory_Orya-san_Deva,202789
ory_Orya-sat_Beng,7256
ory_Orya-sin_Sinh,795511
ory_Orya-snd_Arab,358943
ory_Orya-tam_Taml,1937627
ory_Orya-tel_Telu,2778489
ory_Orya-urd_Arab,1328747
pag_Latn-smo_Latn,100104
pag_Latn-sun_Latn,84540
pan_Guru-san_Deva,164926
pan_Guru-sat_Beng,2088
pan_Guru-sin_Sinh,608832
pan_Guru-snd_Arab,515434
pan_Guru-tam_Taml,1195675
pan_Guru-tel_Telu,1586109
pan_Guru-urd_Arab,1322495
pbt_Arab-tam_Taml,978176
pbt_Arab-tgk_Cyrl,308851
plt_Latn-mri_Latn,601730
plt_Latn-pag_Latn,219102
plt_Latn-smo_Latn,744208
plt_Latn-sun_Latn,733095
plt_Latn-war_Latn,503863
por_Latn-ayr_Latn,628438
por_Latn-quy_Latn,2071571
prs_Arab-pbt_Arab,116147
prs_Arab-tgk_Cyrl,58314
quy_Latn-spa_Latn,748091
run_Latn-sna_Latn,334205
run_Latn-som_Latn,210469
run_Latn-sot_Latn,230734
run_Latn-ssw_Latn,71808
run_Latn-swh_Latn,622955
run_Latn-tir_Ethi,161796
run_Latn-tsn_Latn,221202
run_Latn-tso_Latn,283463
run_Latn-tum_Latn,194527
run_Latn-twi_Latn,199589
run_Latn-umb_Latn,121294
run_Latn-wol_Latn,45932
run_Latn-xho_Latn,307503
run_Latn-yor_Latn,174926
run_Latn-zul_Latn,467223
rus_Cyrl-tat_Cyrl,756560
rus_Cyrl-tgk_Cyrl,3855330
san_Deva-sat_Beng,6250
san_Deva-sin_Sinh,181039
san_Deva-snd_Arab,146447
san_Deva-tam_Taml,313468
san_Deva-tel_Telu,389396
san_Deva-urd_Arab,297131
sat_Beng-sin_Sinh,7355
sat_Beng-snd_Arab,5213
sat_Beng-tam_Taml,12554
sat_Beng-tel_Telu,14317
sat_Beng-urd_Arab,9838
sin_Sinh-snd_Arab,491330
sin_Sinh-tam_Taml,1493318
sin_Sinh-tel_Telu,1764426
sin_Sinh-urd_Arab,1266917
smo_Latn-sun_Latn,446935
smo_Latn-war_Latn,213088
sna_Latn-som_Latn,532720
sna_Latn-sot_Latn,915705
sna_Latn-ssw_Latn,86651
sna_Latn-swh_Latn,1099171
sna_Latn-tir_Ethi,226951
sna_Latn-tsn_Latn,299901
sna_Latn-tso_Latn,351101
sna_Latn-tum_Latn,294060
sna_Latn-twi_Latn,272924
sna_Latn-umb_Latn,153467
sna_Latn-wol_Latn,67753
sna_Latn-xho_Latn,847016
sna_Latn-yor_Latn,541537
sna_Latn-zul_Latn,1309315
snd_Arab-tam_Taml,801562
snd_Arab-tel_Telu,1119706
snd_Arab-urd_Arab,1022963
som_Latn-sot_Latn,607015
som_Latn-ssw_Latn,74547
som_Latn-swh_Latn,630267
som_Latn-tir_Ethi,169616
som_Latn-tsn_Latn,197113
som_Latn-tso_Latn,196989
som_Latn-tum_Latn,179588
som_Latn-twi_Latn,189353
som_Latn-umb_Latn,96449
som_Latn-wol_Latn,71347
som_Latn-xho_Latn,377342
som_Latn-yor_Latn,378909
som_Latn-zul_Latn,605556
sot_Latn-ssw_Latn,107727
sot_Latn-swh_Latn,1002144
sot_Latn-tir_Ethi,163357
sot_Latn-tsn_Latn,310854
sot_Latn-tso_Latn,311353
sot_Latn-tum_Latn,206581
sot_Latn-twi_Latn,199837
sot_Latn-umb_Latn,102807
sot_Latn-wol_Latn,65657
sot_Latn-xho_Latn,802349
sot_Latn-yor_Latn,649382
sot_Latn-zul_Latn,1191034
ssw_Latn-swh_Latn,175608
ssw_Latn-tir_Ethi,36832
ssw_Latn-tsn_Latn,106936
ssw_Latn-tso_Latn,125555
ssw_Latn-tum_Latn,52465
ssw_Latn-twi_Latn,58915
ssw_Latn-umb_Latn,32317
ssw_Latn-wol_Latn,21230
ssw_Latn-xho_Latn,120198
ssw_Latn-yor_Latn,78042
ssw_Latn-zul_Latn,193252
sun_Latn-war_Latn,238286
swh_Latn-tir_Ethi,423021
swh_Latn-tsn_Latn,507209
swh_Latn-tso_Latn,585431
swh_Latn-tum_Latn,499548
swh_Latn-twi_Latn,514581
swh_Latn-umb_Latn,276673
swh_Latn-wol_Latn,156839
swh_Latn-xho_Latn,793222
swh_Latn-yor_Latn,582985
swh_Latn-zul_Latn,1366197
tam_Taml-tel_Telu,4433174
tam_Taml-urd_Arab,2765286
tat_Cyrl-tuk_Latn,12642
tat_Cyrl-uig_Arab,267506
tat_Cyrl-uzn_Latn,452373
tel_Telu-urd_Arab,3208818
tir_Ethi-tsn_Latn,154981
tir_Ethi-tso_Latn,157713
tir_Ethi-tum_Latn,152915
tir_Ethi-twi_Latn,142352
tir_Ethi-umb_Latn,66681
tir_Ethi-wol_Latn,35192
tir_Ethi-xho_Latn,158878
tir_Ethi-yor_Latn,133380
tir_Ethi-zul_Latn,251069
tsn_Latn-tso_Latn,315656
tsn_Latn-tum_Latn,187262
tsn_Latn-twi_Latn,241557
tsn_Latn-umb_Latn,109540
tsn_Latn-wol_Latn,77986
tsn_Latn-xho_Latn,318484
tsn_Latn-yor_Latn,213015
tsn_Latn-zul_Latn,412358
tso_Latn-tum_Latn,203106
tso_Latn-twi_Latn,229944
tso_Latn-umb_Latn,132324
tso_Latn-wol_Latn,49796
tso_Latn-xho_Latn,413346
tso_Latn-yor_Latn,187996
